,tweets,user_name,location,geo,entities,sentiment
326,Did you know? The premiere of #Aliens was 34 years ago. And  is still reminding us to stay safe!… ,APFInnovation,,,"[('Aliens', 'PERSON'), ('34 years ago', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
327,"  Yo veo 2 “bandos”1- El gobierno. Todo mal, no hay nada que decir bien de estos. 2- La… ",Falque,,,"[('2', 'CARDINAL'), ('El', 'ORG'), ('Todo mal', 'PERSON'), ('nada que decir bien de estos', 'FAC'), ('La', 'PERSON')]","{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}"
328,     Covid loves for-profit aged care.,AussieCitizen1,,,[],"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.7845}"
329,8      Are you letting people know that you're alive on #socialmedia during the  #COVID-19 #pandemic? Read my… ,conpsweeney,NYC Area,,"[('8', 'CARDINAL'), '']","{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.3818}"
330,Flood of COVID-19-related lawsuits expected to hit courts | CBC News  If you have just half… ,stardaz11,"Ontario, Canada",,"[('COVID-19-related', 'ORG'), ('CBC News', 'ORG'), ('just half', 'CARDINAL')]","{'neg': 0.103, 'neu': 0.897, 'pos': 0.0, 'compound': -0.1531}"
331,На Украине за сутки выявили 919 случаев COVID-19 ,plusnovosti,Москва,,"[('На Украине', 'PERSON'), ('919', 'CARDINAL'), ('случаев', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
332,Nearly 3 out of 4 business leaders see cybersecurity as a top priority in COVID-19 recovery  ,IDCPSavings,"Orange, CA",,"[('Nearly 3', 'CARDINAL'), ('4', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2023}"
333,Perkembangan uji klinis vaksin COVID-19 di Indonesia.#ElshintaEdisiSiang,elshinta_smg,"Jawa Tengah, Indonesia",,"[('Perkembangan', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
334,World's biggest COVID-19 Vaccine study begins in US; Biocon drug rejected ,ForbesIndia,Mumbai,,"[('World', 'ORG'), ('Vaccine', 'PRODUCT'), ('US', 'GPE'), ('Biocon', 'ORG')]","{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.5106}"
335,#declareSBIJApreResult2020Pls declare the result of sbi clerk 2020.Its been nearly 5 monthsPressure is enhancing.… ,DhepeJalindar,,,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
336,Antisipasi penyebaran covid 19 dan paham radikalisme #JagaNKRIdariHTIdanCovid ,sorot45,,,"[('Antisipasi penyebaran', 'PERSON'), ('19', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
337,Just imagine how Ghana 🇬🇭 would have been without the  -  talks about management of COVID-… ,Jake_Fianu,"Accra, Ghana..",,"[('Ghana 🇬🇭', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
338,"ATUALIZAÇÃO COVID-198 HorasCasos - 2.449.418Óbitos - 87.840Recuperados - 1.848.376 (75,46%)Ativos - 513.202 (… ",g1coronavirus,Brasil,,"[('HorasCasos', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
339,"U.S. accuses Chinese nationals of hacking spree targeting COVID data, defense secrets | Reuters ",CyberSecInt,Oxford,,"[('U.S.', 'GPE'), ('Chinese', 'NORP'), ('COVID', 'ORG')]","{'neg': 0.161, 'neu': 0.738, 'pos': 0.101, 'compound': -0.2263}"
340,"En Amérique du Nord, Google vient de prolonger le télétravail au moins jusqu'en juillet 2021. La direction du géant… ",zdnetfr,Paris,,"[('Amérique du Nord', 'PERSON'), ('Google', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
341,"7 months on from our #Sustainable Business Advent Calendar a lot has changed in the world of #business, with challe… ",NOA_Ltd,"Oxford, UK",,"[('7 months', 'DATE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
342,#CLAVES | Los jugadores de béisbol no escapan de la pandemia de #COVID19. Hasta el pasado #2jul se habían reportado… ,ElPitazoTV,Venezuela,,"[('CLAVES', 'PERSON'), ('Hasta el pasado #2jul', 'MONEY')]","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}"
343,"Poi il cantante precisa: ""Accadono cose strane. Sono stato frainteso"" ",repubblica,"Rome, Italy",,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
344,The Secretary of State for Health Matt Hancock: Stop unnecessary cancer deaths caused by the COVID disruptions and… ,GillyDore,United Kingdom,,"[('State', 'ORG'), ('Matt Hancock', 'PERSON'), ('COVID', 'ORG')]","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.8402}"
345,The Disability Royal Commission is set to resume public hearings this week. Listen to this podcast to find out wh… ,SummerFoundtn,Australia,,"[('The Disability Royal Commission', 'ORG'), ('this week', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
346, Many of those that have mild Covid-19 infections may get cardiac damage (heart involvement).Will that af… ,DrAmarMOH,Malaysia,,[],"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.4939}"
347,#HelphenIndia #lockdown #COVID #mumbai #storiesuntold #autowala #stayhome #staysafe #CommonMan #helphen… ,HelphenIndia,"Tamil Nadu, India",,"[('HelphenIndia', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
348,Dosing commences in Phase III trial of Moderna’s Covid-19 vaccine  ,ArenaClinical,"London, England",,"[('Moderna', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
349,３　クロロキンを押しまくって製薬業界を恐怖の底に陥れているトランプに製薬会社と争う勇気がないという見方は間違っている。ワクチンの害も熟知。ならなぜCovid-19のワクチンを絶大プッシュするのか？大統領就任からワクチン批判は封印しCovid以来ワクチン推進派。,YattsukeBlog,Trust the plan. Q,,"[('３', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
350,And the cure for covid is....,stormgalNYC,NYC,,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
351,COVID 19 following us into 2021 ,SupremeSulay,The field,,"[('COVID', 'ORG'), ('2021', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
352,I’ve struggled to read non-fiction since Covid-19. And Sway is a very academic research book. So I’ve found it very… ,duffyeva,Never far away from a book.,,"[('Sway', 'PERSON')]","{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.34}"
353,"*NO* supermarket should do this. These people are selfish, stubborn twats, with no compassion for those who might d… ",pilgrim4j1,,,[],"{'neg': 0.308, 'neu': 0.577, 'pos': 0.115, 'compound': -0.6124}"
354,  Aí eu teria de perguntar o q minha mulher acha (manja demais de corticoides devido às esp… ,fabiomoraes,,,"[('manja', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
355,…/onslaught-interview-with-nige-rock…Onslaught Interview with Nig… ,gods_meltdown,"North East, England",,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
356,The Secretary of State for Health Matt Hancock: Stop unnecessary cancer deaths caused by the COVID disruptions and… ,ActivityHol,London,,"[('State', 'ORG'), ('Matt Hancock', 'PERSON'), ('COVID', 'ORG')]","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.8402}"
357,"    Sir,many thanks for your prompt action.Kindly allow educational e… ",manoranjan1090,"Bhubaneshwar, Orissa",,[],"{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.5859}"
358,"  ""They"" have been spreading the word across the media how your own antibodies ""don't guaran… ",212TruthSeeker,"New York, NY",,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
359,  What was he promised? Some sweet biden admin position for keeping Wa under his boot.Why… ,DCThelma,,,[],"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.6705}"
360,       … ,AK56A1,,,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
361,The Secretary of State for Health Matt Hancock: Stop unnecessary cancer deaths caused by the COVID disruptions and… ,SamWardman,"West Cornwall, UK",,"[('State', 'ORG'), ('Matt Hancock', 'PERSON'), ('COVID', 'ORG')]","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.8402}"
362,"While we are reeling under the effects of the covid-19 pandemic, let’s not forget about viral #hepatitis which can… ",hthealthshots,"New Delhi, India",,[],"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.1695}"
363,"UP: Ambulance driver wearing PPE kit faints while ferrying COVID-19 patients, fifth incident in 15 days.",TimesNow,India,,"[('Ambulance', 'ORG'), ('PPE', 'ORG'), ('fifth', 'ORDINAL'), ('15 days', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
364,My memories are making me sad af ! I’m always on a vacation around this time 🥺 pinche COVID wey,paola_zuazua,"corpus christi, tx",,"[('COVID', 'ORG')]","{'neg': 0.175, 'neu': 0.825, 'pos': 0.0, 'compound': -0.5255}"
365,"No question the Covid-19 pandemic can place a hardship on couples, making dating nearly impossible and putting a st… ",abc7breaking,El Paso,,[],"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5423}"
366,"Seven months into the pandemic, COVID-19 is still having an impact on the police and fire departments, from their b… ",KMVTNews,"Twin Falls, ID",,"[('Seven months', 'DATE')]","{'neg': 0.112, 'neu': 0.888, 'pos': 0.0, 'compound': -0.34}"
367,"  There have been many drugs that inhibit viruses in vitro, which fail to be effective i… ",inquiringnative,United States,,[],"{'neg': 0.275, 'neu': 0.586, 'pos': 0.14, 'compound': -0.4588}"
368,I can’t believe I know actual people who truly believe that Covid will just go away after the election. It boggles… ,AlexLeeDrums,"Phoenix, Arizona",,"[('Covid', 'PERSON')]","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}"
369,Though I know it wasn’t COVID bc I’m pretty sure bleeding out ur ear wasn’t a symptom lol,loneIywatson,Genderfluid -20 yrs- Lesbian,,[],"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.8074}"
370,"   Bro, hindi tumitigil ang mundo dahil lang sa covid. Maraming dapat asikasu… ",OmarMars10,,,"[('hindi tumitigil ang mundo dahil lang sa covid', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
371,"Kya aise he bartav kiya jata hai Covid patient ke sath,Lanat hai aisi vwavasth par… ",devubetu77,"Kanpur, India",,"[('Kya', 'PERSON'), ('ke sath', 'PERSON'), ('Lanat hai', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
372,"If true..truely Sad.. But we would like to see the blood results, tests results, and Coroners report.",TexasCru2020,"Dallas, Texas.",,"[('Coroners', 'PERSON')]","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}"
373,"Mai aur mera chota bhai kal Covid-19 positive aya hu, maine ghar par isolate hone ka vikalp chuna hai, kal dr ki te… ",devubetu77,"Kanpur, India",,"[('bhai kal', 'PERSON'), ('aya hu', 'PERSON'), ('maine', 'GPE'), ('hone ka vikalp chuna hai', 'PERSON'), ('kal dr ki te', 'PERSON')]","{'neg': 0.068, 'neu': 0.795, 'pos': 0.136, 'compound': 0.4215}"
374," ...è estate, c’è il sole... machissenefrega del covid... è tempo di #cicale",bash_qwerty,,,"[('machissenefrega del covid', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
375,   The hospital gets more money for COVID. ,JoeScarab,,,"[('COVID', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
376, There was more than 2 but those 2 counted for most deaths and again private aged care see the similarities… ,Laughatsaltyge1,,,"[('more than 2', 'CARDINAL'), ('2', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.6486}"
377,"Pues resulta que tengo anticuerpos del covid, asi que ya he pasado al bicho. Menuda máquina.",Sincerebroninah,Madrid.        ,,"[('asi que', 'PERSON'), ('al bicho', 'PERSON'), ('Menuda máquina', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
